MovieID,Title,Genres,overview,genres,release_date,poster_path,matched_title,match_score
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical,,,,,,0
200,"Tie That Binds, The (1995)",Thriller,John Netherwood and his wife Leann are fugitives who are both wanted for murder. They have a young daughter named Janie and they want her back.,"[{'id': 53, 'name': 'Thriller'}]",1995-09-08,/uCPwXcYZ8G5Xi5h8zonBco980Dk.jpg,the tie that binds,100
201,Three Wishes (1995),Drama,"While Jane Holman (Mastrantonio) is driving with her two sons, she accidentally runs into a drifter, Jack McCloud (Swayze), who breaks his leg. Being responsible,  Jane invites Jack, and his dog, to stay at her home until his leg has healed.  Jack struggles to adapt their lifestyle, and finds himself loved by the family. He starts teaching baseball to Tom, who misses his father, who was lost in the Korean war. Jack and Tom develop a strong bond of friendship. Meanwhile, Gunny believes that there is more to Jack and Betty Jane than meets the eye...  We learn that Jack, is Jack McCloud, a Star White Socks baseball player in 1941, who dropped out of the league, after his first season, and; ""was never heard from again"" ...  A wonderful story.  We witness magic between a boy's imagination, and Jack's dog, and are never sure if we are witnessing imagination or magic by the dog.  A story of friendship, family, and learning that life isn't always as cut and dried as we often believe.","[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",1995-10-27,/ub79b63JJV4oeHwomSy5OS5fVsr.jpg,three wishes,100
202,Total Eclipse (1995),Drama|Romance,"Young, wild poet Arthur Rimbaud and his mentor Paul Verlaine engage in a fierce, forbidden romance while feeling the effects of a hellish artistic lifestyle.","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1995-11-02,/BTGFfPHySJtw2qBoLysz3ercDB.jpg,total eclipse,100
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,"Three New York drag queens on their way to Hollywood for a beauty pageant get stranded in a small Midwestern town for the entire weekend when their car breaks down. While waiting for parts for their Cadillac convertible, the flamboyant trio shows the local homophobic rednecks that appearing different doesn't mean they don't have humanity in common.","[{'id': 35, 'name': 'Comedy'}]",1995-09-07,/xIDEoG9FQGmMCh5XsbkvSuD8WrW.jpg,"to wong foo, thanks for everything! julie newmar",100
204,Under Siege 2: Dark Territory (1995),Action,"A passenger train has been hijacked by an electronics expert and turned into an untraceable command center for a weapons satellite. He has planned to blow up Washington DC and only one man can stop him, former Navy SEAL Casey Ryback.","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1995-07-13,/6Z1p71nkm45cYuIZWOx5JSCYc0o.jpg,under siege 2: dark territory,100
205,Unstrung Heroes (1995),Comedy|Drama,"Steven Lidz, unhappy with his home life since his mother got sick, goes and lives with his two crazy Uncles. There he changes and gets closer to his Uncles, but his parents want him home even though he is finally happy and popular. Written by Todd Weiser","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",1995-09-15,/puMRjRJYE5TX1ffwuqoLXW9iLqq.jpg,unstrung heroes,100
206,Unzipped (1995),Documentary,"Using a variety of cinematographic techniques, the world of high- profile fashion designer Issac Mizrahi is portrayed as being driven by excitement and creativity, despite the concomitant chaos and cacophony. Mizrahi's frenzied genius and rollercoaster emotions paint a humorous and personal portrait of a brilliant designer. Famous ""SuperModels"", actors, and actresses populate Issac's rarified world, but Douglas Keeve's cameras capture the stress and turbulence beneath the placid coolness of glamour. Written by Tad Dibbern","[{'id': 99, 'name': 'Documentary'}]",1995-08-11,/5fY5iN8mUBLdd4fmcXwdTqAZ9Sx.jpg,unzipped,100
207,"Walk in the Clouds, A (1995)",Drama|Romance,World War II vet Paul Sutton falls for a pregnant and unwed woman who persuades him -- during their first encounter -- to pose as her husband so she can face her family.,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1995-08-11,/iZ4FNVYVUx6NS7HXMiNJTGgSo7H.jpg,a walk in the clouds,100
208,Waterworld (1995),Action|Adventure,"In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland' – which is tattooed on Enola's back.","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",1995-07-28,/yordVJcPLh3VNRL7bXzFIBEhXRr.jpg,waterworld,100
209,White Man's Burden (1995),Drama,"The story takes place in alternative America where the blacks are members of social elite, and whites are inhabitants of inner city ghettos. Louis Pinnock is a white worker in a chocolate factory, loving husband and father of two children. While delivering a package for black CEO Thaddeus Thomas, he is mistaken for a voyeur and, as a result, loses his job, gets beaten by black cops and his family gets evicted from their home. Desperate Pinnock takes a gun and kidnaps Thomas, demanding justice.","[{'id': 18, 'name': 'Drama'}]",1995-12-01,/aaFpmILNyNSReVgzKGFu8iKNYzi.jpg,white man's burden,100
210,Wild Bill (1995),Western,Biopic about famous gunslinger Wild Bill Hickock. The early career of legendary lawman is telescoped and culminates in his relocation in Deadwood and a reunion with Calamity Jane.,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",1995-12-01,/qIgslXL0NDtSlcHxISACLwWbkRJ.jpg,wild bill,100
210,Wild Bill (1995),Western,"Out on parole after 8 years inside Bill Hayward returns home to find his now 11 and 15 year old sons abandoned by their mother and fending for themselves. Unwilling to play Dad, an uncaring Bill is determined to move on.","[{'id': 18, 'name': 'Drama'}]",2011-10-21,/9p0EGfAnBuzIFVQry6mRIx4qiGa.jpg,wild bill,100
211,"Browning Version, The (1994)",Drama,"Andrew Crocker-Harris is an embittered and disliked teacher of Greek and Latin at a British prep school. After nearly 20 years of service, he is being forced to retire on the pretext of his health, and perhaps may not even be given a pension. The boys regard him as a Hitler, with some justification. His wife Laura is unfaithful, and lives to wound him any way she can. Andrew must come to terms with his failed life and regain at least his own self-respect.","[{'id': 18, 'name': 'Drama'}]",1994-10-12,/xjWc2uWrcGLwC87JN2CbxseGKQ.jpg,the browning version,100
211,"Browning Version, The (1994)",Drama,"On the last day of term at a boys private school, a new master arrives to familiarise himself. His predecessor, Crocker-Harris, is much hated in the school, but his younger wife seems more popular, and not only with the pupils. Tensions erupt making this a day nobody in the school will ever forget...","[{'id': 18, 'name': 'Drama'}]",1951-04-06,/4xZsM0r0lnQyn8e7nomSNt7ikUU.jpg,the browning version,100
212,Bushwhacked (1995),Comedy,"A inept courier realises he has been used by criminals to deliver money. On the run from both the criminals and police, he poses as a Scout leader and leads a scout group on a hike through the mountains.","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10751, 'name': 'Family'}]",1995-08-04,/A4UQ0y2kj4ZXrBP0MXYazd69xp2.jpg,bushwhacked,100
213,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama,,,,,,0
214,Before the Rain (Pred dozhdot) (1994),Drama,,,,,,0
215,Before Sunrise (1995),Drama|Romance,"A dialogue marathon of a film, this fairytale love story of an American boy and French girl. During a day and a night together in Vienna their two hearts collide.","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1995-01-27,/jsQy4ZbPHA8hE2O6QU05PpofI61.jpg,before sunrise,100
216,Billy Madison (1995),Comedy,"Billy Madison is the 27 year-old son of Bryan Madison, a very rich man who has made his living in the hotel industry. Billy stands to inherit his father's empire but only if he can make it through all 12 grades, 2 weeks per grade, to prove that he has what it takes to run the family business.","[{'id': 35, 'name': 'Comedy'}]",1995-02-10,/5mP8F0NYSVrwrlWRCSD4uywMNnX.jpg,billy madison,100
217,"Babysitter, The (1995)",Drama|Thriller,"Jennifer (Alicia Silverstone) is a lovely teen who has been hired to baby-sit the kids of Harry Tucker (J.T. Walsh) and his wife, Dolly (Lee Garlington). The Tuckers go to a party and proceed to get inebriated, with Mr. Tucker fantasizing about his beautiful baby sitter. Meanwhile, Jack (Jeremy London), her boyfriend, and Mark (Nicky Katt), another guy interested in her, decide to spy on Jennifer at the Tucker house, with each young man also fixated on her.","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1995-10-17,/hUfKMTLCIK7OwLYX58TfY8APwRm.jpg,the babysitter,100
218,Boys on the Side (1995),Comedy|Drama,"After breaking up with her girlfriend, a nightclub singer, Jane, answers a personal ad from Robin, a real estate agent with AIDS, seeking a cross-country travel partner. On their journey from New York City to Los Angeles, the two stop by Pittsburgh to pick up Robin's friend Holly, who is trying to escape an abusive relationship. With three distinct personalities, the women must overcome their differences to help one another.","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1995-02-03,/dcgbt8FkRLvQjaheVlylPSQeTKC.jpg,boys on the side,100
219,"Cure, The (1995)",Drama,"Dexter, age 11, who has AIDS, and his next door neighbor Eric, a little older and much bigger, become best friends. Eric also becomes closer to Dexter's mother than to his own, who is neglectful and bigoted and violently forbids their friendship upon learning of it. Dexter and Erik start the journey to find ""The Cure"" they had read about in the local newspaper.","[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",1995-04-21,/keUrRrUsmALR7kOTSdrOIDcO67z.jpg,the cure,100
219,"Cure, The (1995)",Drama,An alcoholic checks into a health spa and his antics promptly throw the establishment into chaos.,"[{'id': 35, 'name': 'Comedy'}]",1917-04-16,/hea13SseveU4ojMA9bkc29sjHoS.jpg,the cure,100
220,Castle Freak (1995),Horror,John has inherited a castle and Italy and he moves there with his wife Susan and their blind daughter Rebecca. What they don't realize is that there is somebody else in the castle. An abused child left to die in the basement who has now become the castle freak and is out to wreak havoc.,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",1995-08-04,/eeO3BIHJoI3sabtkqfYOStdbOwm.jpg,castle freak,100
222,Circle of Friends (1995),Drama|Romance,"'Circle Of Friends' is set in 1950's Ireland. The movie focuses on Benny Hogan and her best friend, Eve Malone. The story centers around Benny and Eve as they enter student life at University College, Dublin. Here Benny and Eve reunite with their childhood friend, the ice-cool Nan Mahon, the 'college belle'. They also encounter the handsome and charming Jack Foley, whom Benny quickly falls for.","[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",1995-03-16,/6T3hCdOWU49Y0hmuzceARU5yS5x.jpg,circle of friends,100
223,Clerks (1994),Comedy,"Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.","[{'id': 35, 'name': 'Comedy'}]",1994-09-13,/dmNytzvQTjylI83qrgDoS1KQ0ev.jpg,clerks,100
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,"John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage.","[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1994-10-01,/fe0TuYz9jCKUba2Omj48K8bWJ8z.jpg,don juan demarco,100
225,Disclosure (1994),Drama|Thriller,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",1994-12-09,/qbwcjmHnXkeE8l7wNBsdnlrp3J4.jpg,disclosure,100
226,Dream Man (1995),Thriller,"Kris is a homicide cop with psychic abilities. She works to prove that the prime suspect in her latest case (the much younger husband of the millionaire victim) is innocent. But are her visions true, or planned by someone who knows what she can see?","[{'id': 53, 'name': 'Thriller'}]",1995-01-01,/7JbvfOA2hnWkSIJslAayK0AemDU.jpg,dream man,100
227,Drop Zone (1994),Action,A team of skydiving crooks led by DEA-agent-turned-bad Ty Moncrief (Busey) specialize in landing on police roofs and breaking in so their evil computer nerd can steal undercover agents' files and sell them to drug lords. Federal Marshal Pete Nessip (Snipes) lost a brother to this crew and learns skydiving with the help of tough-but-lovable instructor Jessie Crossmann (Butler) so he can track them down.,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",1994-12-08,/pVgdUHeIVEILyRISE4ysA8I6a8T.jpg,drop zone,100
228,Destiny Turns on the Radio (1995),Comedy,"Johnny Destiny burns into Las Vegas in his hot Plymouth RoadRunner, stopping only to pick up a stranger stranded in the desert. But then, things aren't always as they seem. Anything can happen in that town of many possibilities...especially since there's been some weird electrical disturbances. As the stranger, fresh out of prison, tries to put his life back together--to recover his money from an old bank heist and the girl he lost in doing the job--something keeps interfering with his plans. Is it fate...or just Destiny?","[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",1995-04-28,/9iczUcmMLnOZ4Ltx3X3AEpbxTt4.jpg,destiny turns on the radio,100
229,Death and the Maiden (1994),Drama|Thriller,A political activist is convinced that her guest is a man who once tortured her for the government.,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",1994-05-04,/3p1K153ZbRV7FNyi4DNnzHfxJZa.jpg,death and the maiden,100
230,Dolores Claiborne (1994),Drama|Thriller,"Dolores Claiborne was accused of killing her abusive husband twenty years ago, but the court's findings were inconclusive and she was allowed to walk free. Now she has been accused of killing her employer, Vera Donovan, and this time there is a witness who can place her at the scene of the crime. Things look bad for Dolores when her daughter Selena, a successful Manhattan magazine writer, returns to cover the story.","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",1995-03-24,/ewmVWV0TP8LTlYZ4OzCcguwC9d1.jpg,dolores claiborne,100
231,Dumb & Dumber (1994),Comedy,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.","[{'id': 35, 'name': 'Comedy'}]",1994-12-16,/3PEAkZHa8ehfUkuKbzmQNRTTAAs.jpg,dumb and dumber,85
232,Eat Drink Man Woman (1994),Comedy|Drama,"The film tells the story of a retired and widowed Chinese master chef Chu (Si Hung Lung) and his family living in modern day Taipei, Taiwan. At the start of the film, he lives with his three attractive daughters, all of whom are unattached. As the film progresses, each of the daughters encounters new men in their lives. When these new relationships blossom, the stereotypes are broken and the living situation within the family changes.. The film features several scenes displaying the techniques and artistry of gourmet Chinese cooking. Since the family members have difficulty expressing their love for each other, the intricate preparation of banquet quality dishes for their Sunday dinners is the surrogate for their familial feelings.","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1994-08-03,/jGjSu9zlR2I8t6OE54uxSJ7M25p.jpg,eat drink man woman,100
233,Exotica (1994),Drama,"In the upscale Toronto strip club Exotica, dancer Christina is visited nightly by the obsessive Francis, a depressed tax auditor. Her ex-boyfriend, the club's MC, Eric, still jealously pines for her even as he introduces her onstage, but Eric is having his own relationship problems with the club's owner, Zoe. Meanwhile Thomas, a mysterious pet-shop owner, is about to become unexpectedly involved in their lives. Gradually, connections between the traumatic pasts of these characters are revealed.","[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",1994-09-24,/oIwrh7QhwUNxejsvgKtFG4V0gaQ.jpg,exotica,100
234,Exit to Eden (1994),Comedy,"Elliot is going to the island of Eden to live out his submissive fantasies, but inadvertently photographs diamond smugglers at work. Smugglers, and detectives, follow him to the island, where they try to retrieve the film. Elliot begins falling in love with Lisa, the head mistress of the island, and Lisa must evaluate her feelings about Elliot and her own motivations.","[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",1994-10-14,/9oIEKFVPhgVEzbcbRPDXCdkUgRN.jpg,exit to eden,100
235,Ed Wood (1994),Comedy|Drama,"The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",1994-09-27,/9qBe2sUDyY2dFH1iHq0SZb1G4QG.jpg,ed wood,100
236,French Kiss (1995),Comedy|Romance,French Kiss is director Kasdan’s best film since the Bodyguard. The plot involves a couple in love and one woman’s attempt to fly to Paris to get her lover back from a business trip and marry him. On the way she unknowingly smuggles something of value that has a petty thief chasing her across France as she chases after her future husband.,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1995-05-05,/bZqvonwVru1XtnniQZgZRa3Znyk.jpg,french kiss,100
237,Forget Paris (1995),Comedy|Romance,"Mickey Gordon is a basketball referee who travels to France to bury his father. Ellen Andrews is an American living in Paris who works for the airline he flies on. They meet and fall in love, but their relationship goes through many difficult patches. The story is told in flashback by their friends at a restaurant waiting for them to arrive.","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1995-05-19,/l8lq77bNqJY94JCMPI731jwtDsE.jpg,forget paris,100
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children's,"Teenager Angus adopts a stray dog and names him Yellow. Several days later, while travelling along the coast of British Columbia with Angus's father, John, the boy and dog become stranded when turbulent waters capsize their boat. Angus's parents relentlessly badger rescue teams. Angus, schooled by his father in wilderness survival skills, and assisted by the intelligent Yellow Dog, tries to attract rescuers.","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",1995-01-13,/oDufYQrDhdAsJlwQUnjY9wHRWgL.jpg,far from home: the adventures of yellow dog,100
239,"Goofy Movie, A (1995)",Animation|Children's|Comedy|Romance,"Though Goofy always means well, his amiable cluelessness and klutzy pratfalls regularly embarrass his awkward adolescent son, Max. When Max's lighthearted prank on his high-school principal finally gets his longtime crush, Roxanne, to notice him, he asks her on a date. Max's trouble at school convinces Goofy that he and the boy need to bond over a cross-country fishing trip like the one he took with his dad when he was Max's age, which throws a kink in his son's plans to impress Roxanne.","[{'id': 10749, 'name': 'Romance'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",1995-04-07,/bycmMhO3iIoEDzP768sUjq2RV4T.jpg,a goofy movie,100
240,Hideaway (1995),Thriller,"Hatch Harrison, his wife, Lindsey, and their daughter, Regina, are enjoying a pleasant drive when a car crash leaves wife and daughter unharmed but kills Hatch. However, an ingenious doctor, Jonas Nyebern, manages to revive Hatch after two lifeless hours. But Hatch does not come back unchanged. He begins to suffer horrible visions of murder -- only to find out the visions are the sights of a serial killer.","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1995-03-03,/oVaurD05v55CklwT62uZwENXDw1.jpg,hideaway,100
241,Fluke (1995),Children's|Drama,"Workaholic Thomas Johnson dies in an auto accident and comes back to life as a dog. Remembering some of who he was, he returns to his wife and son to protect them from the man who caused his accident. But, as time goes by, he remembers more of his life, and realizes he wasn't such a good husband and father.","[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",1995-06-02,/W9QVHIH4n8X8OLWyEqbzBTfhfD.jpg,fluke,100
241,Fluke (1995),Children's|Drama,"In the tradition of ""My Sweet Little Village"" and ""Waking Ned Devine"" FLUKE is a satire about a small village full of colorful characters, whose lives radically change due to a miracle. Or a simple crime.","[{'id': 35, 'name': 'Comedy'}]",2008-10-23,/3uPP81sdbUmmTDaKwVgMo3CkC0t.jpg,fluke,100
242,Farinelli: il castrato (1994),Drama|Musical,,,,,,0
243,Gordy (1995),Comedy,A talking pig named Gordy becomes involved in a quest to save his family from the slaughterhouse.,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",1995-05-12,/xKGu7MQz9lxK3JGDFqQxxzMyfGH.jpg,gordy,100
244,Gumby: The Movie (1995),Animation|Children's,"The band is back together! Gumby reunites with The Clayboys to perform at a concert benefiting local farmers. But things take an unexpected turn when Gumby s dog, Lowbelly, reacts to the music by crying tears of real pearl! Fortune turns into disaster as Gumby s archenemies, the Blockheads, devise an elaborate scheme to dognap Lowbelly and harvest her pearls for themselves. When the Blockheads initial plan fails, they kidnap The Clayboys as well...and replace them with clones! The battle between Clayboys and clones is filled with trains and planes, knights and fights, thrills and spills. True to classic Gumby adventures, Gumby: The Movie takes viewers in and out of books, to Toyland, Camelot, outer space and beyond!","[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",1995-12-01,/mv8yiGImY2fxyvN2k8Grpg9NCL8.jpg,gumby: the movie,100
245,"Glass Shield, The (1994)",Crime|Drama,"J.J. is a rookie in the Sheriff's Department and the first black officer at that station. Racial tensions run high in the department as some of J.J.'s fellow officers resent his presence. His only real friend is the other new trooper, the first female officer to work there, who also suffers similar discrimination in the otherwise all-white-male work environment. When J.J. becomes increasingly aware of police corruption during the murder trial of Teddy Woods, whom he helped to arrest, he faces difficult decisions and puts himself into grave personal danger in the service of justice.","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1994-09-16,/qD2B53sG1yhPyRANr2fnQerePas.jpg,the glass shield,100
246,Hoop Dreams (1994),Documentary,"This documentary follows two inner-city Chicago residents, Arthur Agee and William Gates, as they follow their dreams of becoming basketball superstars. Beginning at the start of their high school years, and ending almost 5 years later, as they start college, we watch the boys mature into men, still retaining their ""Hoop Dreams"".","[{'id': 99, 'name': 'Documentary'}]",1994-09-12,/g5yIxuzZ3LFRxDa8SBQybJJhXng.jpg,hoop dreams,100
247,Heavenly Creatures (1994),Drama|Fantasy|Romance|Thriller,"Based on the true story of Juliet Hulme and Pauline Parker, two close friends who share a love of fantasy and literature, who conspire to kill Pauline's mother when she tries to end the girls' intense and obsessive relationship.","[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",1994-09-02,/5ek49TUeqStPmKwNdxrCSUAdXNe.jpg,heavenly creatures,100
248,Houseguest (1994),Comedy,"In hot water with the mob over an unpaid debt, a con man poses as a family friend in an affluent Pennsylvania suburb.","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1995-01-06,/hJ1t3dz51ZirOZVzse9LpmW5Mnw.jpg,houseguest,100
249,Immortal Beloved (1994),Drama|Romance,"The life and death of the legendary Ludwig van Beethoven. Beside all the work he is known for, the composer once wrote a famous love letter to a nameless beloved and the movie tries to find out who this beloved was. Not easy as Beethoven has had many women in his life.","[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",1994-12-16,/meRFVzGpBJiObWfdtOoNr0UPsP4.jpg,immortal beloved,100
250,Heavyweights (1994),Children's|Comedy,"Camp Hope is a summer retreat for overweight boys run by a kindly couple who make the campers feel comfortable with their extra pounds. But when tyrannical fitness guru Tony buys the camp, he puts the kids on a cruel regimen that goes too far. Sick of the endless weeks of ""all work and no play,"" the kids stage a coup and reclaim their summer of fun.","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",1995-02-17,/j6bhaWGuhL5nyRK0FdpnRIBDlp3.jpg,heavyweights,100
250,Heavyweights (1994),Children's|Comedy,"In 1952, four passionate bobsledders - Gamser, Franzl, Gustl and Leusl Peter prepare for the Winter Olympics in Oslo. There, the veteran Bavarian Gamser wants to finally put his archrival Dorfler in his place and show him his class. While the two men constantly get into your hair, the women Rosi and Anna try to calm things down. In Oslo, there is finally a big showdown, which will take place not only on a bobsled.","[{'id': 35, 'name': 'Comedy'}]",2007-01-18,/fWhjHUZ6ex7KxvOo6HSefK75yOV.jpg,heavyweights,100
251,"Hunted, The (1995)",Action,A businessman on a trip to Tokyo ends up in the middle of a centuries old feud between a criminal Ninja cult and a Samurai when he witnesses a assassination performed by the Ninja-cult leader.,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1995-02-24,/llu5wgQGYyMVDnz4p8ds8Um3lUa.jpg,the hunted,100
251,"Hunted, The (1995)",Action,"In the wilderness of British Columbia, two hunters are tracked and viciously murdered by Aaron Hallum. Former Special Operations instructor, L.T. Bonham is approached and asked to apprehend Hallum, his former student, who has 'gone rogue' after suffering severe battle stress from his time in Kosovo.","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",2003-03-11,/k8fV0lYH9DqGtB7M681DTa8hRuN.jpg,the hunted,100
252,I.Q. (1994),Comedy|Romance,Albert Einstein helps a young man who's in love with Einstein's niece to catch her attention by pretending temporarily to be a great physicist.,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1994-12-24,/kAYymfWcktoHSjQJEtfEIeByZR9.jpg,i.q.,100
253,Interview with the Vampire (1994),Drama|Horror,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.","[{'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",1994-11-11,/hldXwwViSfHJS0kIJr07KBGmHJI.jpg,interview with the vampire,100
254,Jefferson in Paris (1995),Drama,"His wife having recently died, Thomas Jefferson accepts the post of United States ambassador to pre-revolutionary France, though he finds it difficult to adjust to life in a country where the aristocracy subjugates an increasingly restless peasantry. In Paris, he becomes smitten with cultured artist Maria Cosway, but, when his daughter visits from Virginia accompanied by her attractive slave, Sally Hemings, Jefferson's attentions are diverted.","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1995-03-31,/qKr3Mgo1HB3HkGTAVoVEpOSWlp2.jpg,jefferson in paris,100
255,"Jerky Boys, The (1994)",Comedy,"When two unemployed telephone pranksters decide to use their vocal ""talents"" to impersonate a Chicago mob boss and curry favor with organized crime in New York, the trouble begins. It isn't long before Johnny and Kamal (the ""Jerky Boys"" of crank call fame) are wanted by the local mafia, the police, and their neighbor.","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1995-02-03,/lXu3oa1mQzI2sDsFcKuyJYLziLK.jpg,the jerky boys,100
256,Junior (1994),Comedy|Sci-Fi,"As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body.","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",1994-11-22,/bwt2hkLGKo5KAVMCw4u1umUPhax.jpg,junior,100
256,Junior (1994),Comedy|Sci-Fi,"Alex is in love with Sandra since childhood but has never dared approach her.He asks Antoine, a lonely writer to help him seduce her, because in his time he was the only one to conquer the heart of the mother.","[{'id': 35, 'name': 'Comedy'}]",2014-03-12,/8wbxCF4B1ftmKEX3V7sJxxe3n1A.jpg,junior,100
